id,text
472,"treasured moments with my pop @ the nursing home tonite, special times! missed my connect mates tonite, hope you're all doing amazingly "
473,apparently one is not to take a b12 pill without eating first lol 
474,[please re-tweet:] a new print edition just announced.  WEBSITE2018 thanks!  (via  @USER 
475,"good morning everyone! i'm so over my bad day, time for good vibes "
476,heading to the gym- have to work off the ice cream from yesterday. 
477,is awake..gonna go make her self some tea.. i hope everyone has a great day!!!! 
478, @USER  lol maaaaaybe idk yet 
479,"good morning! well, got a full house this morning!  bil is all moved in and getting settled.  "
480, @USER  wow preety surpised u replied lol. harldy any famous ones do.. its a good track  x
481,news releases from the banquet = almost done! final editing stages. 
482, @USER  cheers mate! way to turn the other cheek! 
483," @USER  yeah, you didn't want to be under that when it fell. glad the kids were clear of it. "
484, @USER  hmmm ... thats the one thing i didnt do ... don't know how 
485," @USER  i knew it was for the girl  my advice: reward &amp; praise taking chances as much as, if not more, than her su  @USER  ess."
486,still bored |-) all the cool people are not online or they are busy/away 
487," @USER  she is just so real...i love that about her, wishing my breakfast was as healthy as yours "
488,i want to go to the con in the morn but doing it would be bad for me moneywise for the rest of the fortnite. 
489,"good point, well i have a solution for you......move to az  i miss that little munchkin"
490,its so sunnny out   im in the mood to go on a vigorous bike ride!
491,been up since like 5am 
492,sat at the studio for 2hrs yesterday having an intervetion with billy and ciara's band...i'm starting to understand guys now. 
493, @USER  its been shot!! just waiting on the edits... 
494, @USER  i'm so bad at camp.  i wish i could be campier. sigh.
495, @USER  i miss you! it is really cold here  call me
496,greetings twitter world ! and how is everyone today ? 
497," @USER  if you need a good slap in the face, call me. "
498," @USER  you'll get it done, they don't call them &quot;all-nighters&quot; for no reason. get to it "
499, @USER  oh no!!      that just my my heart sink for you!!
500, @USER  i know .. did you here shes in london on wednseday 
501,everyone pray that  @USER  has a safe flight to china this morning 
502,"i miss mommy  oh, and aba."
503, @USER  precis 
504, @USER  there is no scale for this beauty my dear 
505, @USER  the clash &amp; phantom planet! 
506," @USER  thanks, friend "
507,just finished big love... craziness! cant wait for season 4. beautiful day outside! no 16miler today.. sore back 
508,getting ready to go to seaworld 
509, @USER  i was having a bad hair day yesterday ha. my sister bought it at forever 21 in bahrain. might be online somewhere 
510,"not sure why i'm awake right now, it's too early. oh wait my friends in the other room are early risers, why didn't anyone tell me this? "
511, @USER  enjoy your holiday 
512,glad to see spring making a comeback in denver today! 
513, @USER  glad your day's going well 
514,"bless, this woman has been here for 2hours waiting for her son to come and pick her up  awwwwwww, i hope he arrives soon !!"
515," @USER  yeah, i know, i am! duh.  @USER  thats so upsetting "
516, @USER  sombody told me that you'll come to germany  when will you come? please answer or reply  ? &lt;3
517, @USER  you really think he would say something if you farted?  
518, @USER  lol today any woman who can handle 7 kids inspires me  #inspire
519,it would be nice if a bunch of people just died right now.  wouldn't it? and supper.
520,"back it, working on finishing the prototype of a new business "
521, @USER  how was it last night? sorry i couldn't make it out.  hit me up later.
522, @USER  stop buying necessaties like food 
523,good morning tweeple! have a safe and productive tuesday. 
524,thinking what i am doing today i am tired and i don't want to be monday (back to school) 
525,"drinking coffe with richard, heï¿½s a nice looking guy. to young for anyone and not singel "
526,sarah is encouraging all to follow  @USER    WEBSITE2018 
527,getting ready to go to the dentist 
528,have a gig in northampton at the racehorse tmw night 
529,"i got my box!!!!!!!!!!!!!   i'll pick it up tomorrow, priscilla!  @USER "
530,"always get insane download speeds from microsoft site. currently getting 525 kbps. yes, that's kbytesps. "
531, @USER   so where did this start? there must have been a catalyst. i'm curious. some latest piece i surely missed.
532,done some cleaning...my hands are sore 
533,"i must be feeling a bit better today! my sense of humour is in full on &quot;strange&quot; mode. energy still low, but i'm trying! wife is now sick "
534,needs someone to talk too 
535, @USER  what's scary is i think i know most of those animals 
536,"in sc  getting ready,boardwalk soon! "
537," @USER  jack, i like you buddy! your a good man, with a few quirks... just give up the job now and burn the bridge! "
538,working. ...but it so pretty outside. 
539,mmf. i don't like being in an argument with tom  if is wasn't for his stupid friends this wouldn't have happened...
540,i hate shopping 
541, @USER  full service tour. oh mah goodness - i can't wait. ill be there at jones beach!! 
542,"sunny day, and everything goes quiet in twitterland.  unfortunately some of us still have mountains of work to do. no sun for me "
543,"msu may have lost, but easter is here &amp; jesus has risen!! jesus won the greatest contest of all.  "
544, @USER  i burned myself on this giant dbl sided flat iron grill @ work...i was reaching n nudged it ..long story..hurts doe 
545, @USER  congratulations!  
546,is having fun with rach 
547," @USER  considering i've been trying to figure out how to stay upright for about 10 years, it's nothing! "
548,"off to bed, had a long day but good overall. night "
549,i'm having a crazy day. the next two weeks are going to be busy!! but i'm not complaining 
550," @USER  it is nice here too, 50s, but the temps are going to drop today "
551,"in for a long, long day  got to the track at northampton 12:30, racing starts 6:30, probably won't be back home before midnight - boohoo!"
552, @USER  obey the last fm algorithm. maybe it would turn out you really do like scooter if you gave him a chance 
553, @USER  for dm you need to follow back... 
554, @USER  hey demi! pleasee replyy im such a big fan and i love everything you do! it would mean so much! youre such an inspiration! sana 
555,flight today! i woke up an hour later than i wanted to.  boo.
556, @USER  not to forget his secret life as a us skateboard hero! 
557," @USER   eew no! i can't driink the morning after, i just can't "
558,i just dropped off joaquin at the train station   i hate him working weekends
559,just discovered that  @USER  is on twitter! napp members get a discount! 
560,i feel parisian in my new dress. 
561,on the way to d.c. for the day with jillian. we're on a charter bus and i have to pee really bad. we're in traffic 
562,my record shop really does suck  all they sell is mainstream
563,"tried to go trail running with my group today, however, i couldn't find them in the forest!  "
564,not going to the baseball game with dakota today  but im watching brandon at 3.
565,no more zoo  hopefully going out tonight though.
566,do you want your possessions identified? no i'm still only on level 1!!???! my nethack mojo has well and truly gone missing 
567, @USER  don't have her name.  was presenting at nd tech conference in fargo.
568," @USER  b/c time is a relative measurement of motion, kids = more movement, therefor u have more time in the day! "
569,check out   WEBSITE2018 - really cool. listen to the music playlist of people you never met 
570, @USER  lol i'm thinking of moving to berlin 
571,not gonna get 8 hours sleep.  its 12:08am
572, @USER  
573,will deplurk at around 11:15pm.   WEBSITE2018 
574,"why am i so tired, i only walked around and stayed up a little later... feel like an old lady "
575,nasa us na sis ko...  learning how to be independent. hahahaha hmmm... sya nga ba? lemme think some more...
576, @USER  that really too bad. 
577,"woke up listenin to a dj jeffrey mix on my ipod. tea and oatmeal is a heavenly combo, esp since i'm just gonna lounge here on my couch "
578,i am at traffic school. boo  oh well only last till 1:00
579,green tea with lemon..yummmm!!! wish i had peach detox tea 
580,ï¿½nce terminator the sarah connor chronicles s02e21 sonra mentalist s01e19 keyifliyim 
581, @USER  can't im already going out 
582, @USER  better still if you could use a foaf+ssl  @USER  - talk to the nice twitter people ... 
583,blogger has been unblocked at work - at last!!! job satisfaction just went up a couple of notches 
584, @USER  gaahh it's soo earlyy 
585," @USER  o.o it's 3? *looks at time* ah well, it's good that times going quick, means that in no time horne and corden will be on! "
586,who wakes up early on vacation?! these people are crazy  i need coffee.
587,"i hate the fung wah bus.. worse, my ipod music library mysertiously deleted   apple sucks and fung wah sucks. boston till tomorrow... #fb"
588,yah-hoo - got the 500 followers!! time for a cuppa and a chocolate digestive i think... 
589, @USER   WEBSITE2018 - we're both famous 
590, @USER  join relevent/interesting groups....once u have alot of contacts u can search for people in companies and see who does what 
591,too tired to even go under the blanket. 
592," @USER  it doesn't work, therefore pos "
593, @USER  thanks for the shoutout and positive review!  we love to hear when users dig our apps 
594, @USER  they could be the queen's ferrets and they'd still not be nice as far as i'm concerned. i'm no a ferret lover i'm afraid 
595,"oh boy, spammer ed is back and he's targeted fresh ink books. "
596," WEBSITE2018 - me and my boyfriend, tom, on my birthday night out "
597,my ipod just broke. 
598,"down with fever  catch you tomorrow everyone, gonna sleep early..."
599, @USER  well - i do try!  haha!
600, @USER  really?!? i'm not even with you 
601,white kid rapper from the uk ..kinda cracked me up... check it out   WEBSITE2018 
602,swallowed in boredom. who's gonna save me from this? 
603,something is wrong. i killed my ipod touch in seven hours. 
604, @USER  new hills please?? 
605, @USER  er war der head of platform development (   WEBSITE2018 ). eventuell ist die plattform ja doch zu buggy geworden  #myonid
606,"i have reluctantly cut back on the chocolate in order to lose a few pounds by summer. note: cut back, not completely given up "
607, @USER  ko  it happens to all of us i love your site.  i am going to borrow some ideas.    i like the blog first and then the home
608, @USER  have fun!im studying  and its sunny outside!
609," @USER  you too, and thanks. "
610,thinks that there are kittens in our shed  we don't even have a kitty!
611," @USER  iphones are awesome  ianything is pretty awesome, actually!"
612,"@ mo mo i didn't get to the phone this bits, oh i had a twix for breakfast  it was delicious!"
613,woke up and it's raining in houston...   
614,"writing a blog post on graffiti in doha. if you see something hilarious or random in the coming wks, please snap a pic and send to me! "
615, @USER  we have very similar taste. so of course i approve of yours as well! 
616,i know  @USER  misses my news updates   here's a good one   WEBSITE2018 
617,at the office....working. 
618, @USER  please show  @USER  the way around here. he needs to get into it 
619,inspiringly beautiful story about a rescued pony very sad though   WEBSITE2018 
620, @USER  if i had the bravery tooo 
621, @USER  do y' mean m.c escher (the painter not the dj 
622,"&gt; brother is on his laptop so i cant edit, forgot to run scans whilst i was out and lost at cod  damm this is annying"
623, @USER  isn't that sweet of them.... altruism at it's finest.... 
624, @USER  er. i wanna watch it naa.  can`t `cause i`m busyy. :|
625, @USER  maybe the car closer to the hydrant would be willing to split it with you. 
626, @USER  me too come here let's have a girls night 
627, @USER  you might use the following url:  WEBSITE2018 
628, @USER  my little one is at urgent care this morning with my husband.  
629,doing course work  better than being in work i suppose !!!
630," @USER  if they're not showing, i'll just have to resort to their live ticker. at least it's better than hearing 2nd hand news. "
631,2 months married today  sitting outside sams club while katie is in an interview. praying...
632," @USER  nooo!, it bet it would have looked so good "
633,"#mmuk09 ahhh. tea and biscuits. if you see me with my red macbook, stop me and say hi "
634,salad from cafeteria is f-ing my stomach up. 
635, @USER  claro que pode ... 
636, @USER  hi! great job last night. you rock!   we're gonna get a better handle on the body mics tonight.
637,woo. hope this week isnt as slow as last week. 
638, @USER  wow! wow! good to hear 
639,"am writing new book. facilitating decision making for change in economic hard times. making sales a spiritual practice! good luck, right "
640," @USER  morning lovely, wishing you a wonderful day filled with peace &amp; joy! lots of love from down under "
641, @USER   sorry to hear
642,i have nothing to do today 
643, @USER  i hope you purchased that shirt! it's amaaazing! 
644,just spoke 20 minutes with iphone on skype using the paris google office wifi i was able to join in the street (near opera) 
645,eating lucky charms 
646, @USER  literal  there's a machine at the gym that has the same effect!
647, @USER  mythics... can't queue as a wb any more  so it became a big pug fest.. and you know how well that works!
648, @USER  thinks about saying who's a pretty boy then... and thinks better of it... 
649," @USER  i am in fla, and it's 47 degrees, yesterday was 80. "
650, @USER  dont make me jealous of not being home in glasgow 
651,nothing like some tormented radio to help the work day fly by 
652," @USER  tania, i think you should get athene and the rest of the crew on twitter "
653,history really isnt fun!!  i got bored after like 5 mins lol
654,"ok let me rephrase that...someone elses bridal shower 2day, then hopefully going 2 b-more 2 hang w/ linds! &amp; yes, im still sleepy  "
655, @USER  i hereby dedicate my first reply to you! hope you're ok. 
656,ok so yeah . . . it's still snowing 
657,had a great night last night hanging out with  @USER  
658,"can't sleep in anymore, ugh "
659," @USER  nope, just agreeing. "
660, @USER   WEBSITE2018 - so now im not sure if this is really andy 
661,waiting for a guy-less robin hood 
662,wow it's taking me about 10 minutes to find a parking place big enough! - i miss my small car! 
663,"getting dressed, so much to do today and not enough time at all "
664," @USER  gaga i adore u!!! wanna see you in spain, on the 24th "
665, @USER  u and product didn't come to my party 
666,"back home. had fun, but not fully de-stressed "
667,"fergalicious! so delicious  xd eh,  @USER "
668, @USER  yey  thanks :}
669, @USER  you've lived in the desert? 
670,i have my fb and yoville back at the office! 
671," @USER  i wrote 8000 words in two days last week. though i imagine your dissertation won't include fairys, dreams, etc like my book "
672, @USER  oh i know.. that's why i was so disappointed i couldn't go to vancouver..  maybe later this year or next year
673,"get my a200 today, can't wait "
674,why are we all inside on this sunny day 
675,wide awake for no good reason 
676, @USER  give her a hug from me and my little one sitting here doing homework!!  she loves to hug people-so do i!!
677, @USER  my back and neck hurt me again as i got them from last car a  @USER  ident  mehh
678,feeling a bit under the weather at work 
679,is nursing a rather poorly dural tear and an inactive sacrum 
680,playing with my favorite neice today   love this little girl
681," @USER  hi sweetie, thats really mean people taking your food "
682, @USER  thanks! i've been here all day but neglecting my twitter 
683, @USER  we will be stylin' today. at least my shoes because i still don't have a cool clippers shirt. 
684,"p.s. i'm done being emo. not productive. got a dentist's appointment in an hour anyway, i don't wanna be all buhhhh since i gotta smile "
685,i wish i could make it the farmer's market today. 
686,likes the old jonas brothers songs. they're cool. can't wait for tomorow. twilightt sleepover 
687,goodmorning! hope everyone has a terrific tuesday! 
688, @USER  haha get all your stress out  x
689, @USER  thankyou  trying hard to keep it going!
690, @USER  nice! thanks carol! 
691,trying to get various family members to commit to seeing u2 in vegas. not having much luck 
692," @USER  girl, don't wanna think about a cruise with all this water around me, lol... under flood warning... "
693," @USER  ugh, you!! not a horse in sight here. well, not one that's mine at least. and neighbors frown on stealth riding.. "
694, @USER  hey chic! glad to see you join us.. heh... 
695,i'm off for a typically energetic (frenetic) day? unusually cool here - might be a top-down drive to and from  - art has kept me balanced!
696, @USER  argh. i hate him too. i have a feeling it's going to stop by next year. but i don't want it to 
697, @USER  nope.  i'm not waiting. i'm going to go live my life. haha
698, @USER  you shoullld have done some england shows! 
699, @USER  im fine  how are you?
700,wp hates me. 
701,"family, you gotta love em... "
702,@ work on sat. 
703,good morning all 
704,cooking some sweet and sour chicken 
705,made it to chicago but our group luggae with aaaaalll the costumes didn't  the devil is busy but god aint sleep. and we gone kill the show
706,just ate the last of easter 
707, @USER  thanks for the follow - love the hamster idea 
708,"got a cardigan, dress &amp; backpack from boyf today!  updated monsterattacks.lj!"
709,but isn't having any luck 
710," @USER  omg! poor scarlet! *hugs* will be thinking of you, keep us informed. "
711,"ok, changed it back since my picture didn't match the name lol off to watch movies via  @USER  "
712, @USER  pattycakes really got it? 
713,say happy birthday to bentley for me  danielle mentioned it on the radio this morning.  have a great day off...
714,good morning and a coffee 
715, @USER  sometimes i wish there weren't so man nepalis around  hehe. kinda gets like patan dhoka frm time to time. 
716, @USER   @USER  my stepmother. 
717,last night was fun!! but now i have bruises 
718,its all ending so fast 
719,going horseback riding for the first time in quite a while. 
720,why is it when i want to buy things i have no money? 
721, @USER  please check out a really cool site please   WEBSITE2018 
722,... battery is going lower and lower .... not much juice left ... 22 min remaining 
723,over slept and dreamed about having a motorcycle 
724,"thinks #phish needs to open up their own ticketing system, because livenation can't control the demand and traffic flow on their website "
725, @USER  great pics there jim...  but if i saw you three on the path i might turn around..   
726, @USER  i'm almost caught up on himym! i watched 3-4 episodes with  @USER  last night!  ssssoooo good! 
727, @USER  get a paper today brandio said i'm in the life section about twitter 
728,spring break makes me want to do nothing at all. 
729, @USER  thanks for the offer! 
730, @USER  dats wasup... y u bein mean to me? talkin about who cares  so mean
731,"tweet tweet,up early have to run to pasedena "
732, @USER  just a silly wee illness. it has self resolved. i'm back to work on monday  anyway; time foe the daily update.
733, @USER  thanks man!im sure ill tweet you while im there 
734, @USER  currently my chemical romance songs from about 3 years ago. first time i've bothered to actually listen to them.. 
735,has just joined twitter 
736," @USER  haha to be honest. my friends all call me et.. hehe so, sure thing! talk to me! "
737," @USER  uh, no! lol. i thought you forgot about me. let me check my replies again. "
738, @USER  oh no! had never realised that. but i really don't eat duck 
739,beautiful day in the triangle. too bad i gotta spend most of it inside. 
740,mums yelling at me to go to bed now!!11  i better go... night followers!!!!!! i said night!11
741, @USER  i do  but 140 characters is not enough! he's a cool cat....all the time.
742,i cant stop sneezing 
743," @USER  haha hugg's are good, especially as cold as it is here this morning  thanks for keeping me warm "
744, @USER  i have to go to work  what about you?
745,yay!!  just found out amy is having a girl!!  lil bonita!! im so excited..now i can go by little girly things for the babes 
746,fixing to go to ranch and then a funeral later today 
747," @USER   @USER  i need 45,000 bucks "
748," @USER  the thing to remember is, obsessing sucks up energy you could put into that new story! i say kick worry to the curb. "
749, @USER  thank you 
750, woke up from a nightmare and  @USER  wasn't here. &lt;/3
751, @USER  you sure showed them! 
752,"really wish i could fall asleep, but to much is going through my head "
753," @USER  look near the bottom of the macheist page. eventbox is free for all visitors  it's beta quality for sure, but has potential."
754,tonight's the last time i'll sport this milla-jovovich-esque hair  WEBSITE2018 ) will finally have a straight do tomorrow 
755, @USER  sure did plan on it!! but then i had an employee quit so now i have to work!!!  good times....  
756,"feet up on sofa, listening to mahler, debussy &amp; chopin on opus. there is a god! who knew!   WEBSITE2018 "
757,i love waking up in the morning and realizing that i get to go out and do things. not just stay at home &amp; blow my friends off.  so stoked.
758," @USER  i came into the shop yesterday (to return mysteriously missing c4), but you weren't there.  let's plan a tweetup."
759, @USER  i would totally move there for that reason alone!  us canadians are taxed taxed and taxed again.
760,2 hour delay...as of now 
761, @USER  thats what the   @USER   field is for  
762,i played fair. 
763,is tidying more boxes - when will it ever end 
764,godspeed my lonely angel 
765, @USER  loooonnerr!! hahaha. i should but i'm not  i printed out history notes today. jebus there are a lot.. -
766, WEBSITE2018 - i just received this from my sailor! 
767,"working on our mother's day balanced gift guide...give mom a gift with meaning this year, one that will improve her health and happiness "
768,"my ego is swelling....too many compliments from clients and good marketing ideas for one day....hope it keeps up though, cause i like it "
769," @USER  you are tucking ur kids to bed, and you are twittering??!! what's that ta (twitterholics anonymous) hotline number again? "
770,chillin in my room an listening to music. boring day! i want to see you right now. 
771," @USER  needless to say, i'm worried to death. "
772,i was so excited about going to ocean city... but now im not going  no polish ice for me... 
773, @USER  thanks leah 
774,my tummy hurts 
775, @USER  she spoke a lot of spanish... i didn't understand her.  but she seems really nice. i pursued friends w/ her on fb.
776," @USER  yvonne, i'm so touched by what you said, it makes what i do feel so special, big hugs, luv &amp; appreciation 2 u, thnx "
777,trying to stuff as much stuff as possible into the packet i'm going to mail home. hating on the air travel luggage restraints! 
778,penalty to cardiff...noooooo missed. now i know its not gonna be our day 
779, @USER  my pirates are looking sad as ever 
780, @USER  thinking of you mate  having said that - he is not really in that &quot;serious injury&quot; demographic - still a risk but lower
781, @USER  hope you aren't getting what's going around. it is awful. i've had for a week now. 
782,waitin to leave the office ina couple of hours to go see fatty 
783," @USER  hahaha a  @USER  ording to him when he was in ellen recently, he doesn't have a facebook or a twitter  yes let's!"
784, @USER  you should highlight it so i know what you're talking about. 
785," @USER  yes, i am obviously the only one at the national aviary who answers the phone.  "
786, @USER  i was asleep by the time you sent that message. 
787,"good lord, i still have 125 work emails to catch up on and actually read.  that'll teach _me_ to go have a vacation. "
788," @USER   @USER  i think marian finucane misprounced budget to #bludget, hence the meme.  #budget09"
789,super kings lose 
790, @USER  prob my fav so far   WEBSITE2018 
791,tomorrow i fly again for the eighth time this year! as always i'm starting to get nervous already! 
792,is sat in the car on his way home from a great weekend at his mums 
793,"if anyone here's on the tha forum, can you please twitter any recent news??? i won't be near a computer .. "
794,"bad ending to the week in winston salem - windows a  @USER  ount on laptop got semi-hosed, and i lost (at least for the moment) all my settings "
795," @USER  hope you enjoy deliberate acts of kindness. note the weird shelving designation. as a newbie author, i didn't catch it. "
796,9pm and just got home frm skool frm 6am. feels like i lost my foots. bedtime ! gnite 
797, @USER  microblog?  you have a good point!
798, @USER  youuu wouldd...my little gerbil caitlin. 
799, @USER  have you ever thought of going on an asia tour for you concert? like uh maybe philippines 
800,missin sos havent seen him in a month  hopefully i will soon! lovin my sis she found my pearls lovin life now im going to pamper myself
801,"at the shop til 6ish then home to an oh-so empty house  soon to be refurnished tho...patience, patience."
802," @USER   @USER  i that's ok, as long as you're thinking about me   great job, especially given your extremely busy schedule."
803,"eating an ed's waffle, with icecream cream n chocolate sauce. omgosh  amazing!!!!"
804,has realised that he has sold out to get on here!!! but he does have a legal license for delicious library amongst others which is cool 
805,about to open birthday presents 
806,52 sites to review for case awards today.  i see some familiar faces in the crowd.   - bjw
807," @USER  you are very suspicious of spring, my friend. my status has changed, i am rested and ready for warm but cloudy  day."
808,heading to school...! 
809,stupid chick on the phone lied to me; you do need to be over 21 in order to go to hooligans.    maybe it's just after a certain hour l ...
810,"aah so out of the loop with literally everything, been holed up for the past week revising  stressful times"
811,hey  @USER  5 days brother 
812,danielle is leaving my place at 10:00  
